1,2.683118683
2,3.220207351
3,3.220207351
4,3.426220831
5,3.629329726
6,3.716037408
7,4.083740669
8,4.083740669
9,4.45350621
10,5.189310318
11,5.35683033
12,5.437678287
13,5.56198197
14,5.645709229
15,5.764799373
16,5.764799373
17,5.847699266
18,6.17514555
19,6.628486283
20,6.628486283
21,7.077625842
22,8.391220691
23,8.595319356
24,9.502003489
25,10.201654884
26,11.223964581
27,11.261395495
28,11.307755421
29,11.307755421
30,11.675388966
31,12.251765134
32,12.291152226
33,12.660768759
34,12.988881534
35,13.027318308
36,13.073626142
37,13.109065639
38,13.152511024
39,13.198837623
40,13.238275277
41,13.362510779
42,14.140284052
43,14.551192917
44,14.595760223
45,17.303972525
46,17.339371038
47,17.674345944
48,18.038774612
49,18.696961696
50,19.268361047
51,19.72349478
52,20.298500433
53,21.031151762
54,21.572793611
55,22.514735681
56,23.165925419
57,23.863272075
58,23.912532753
59,24.567837094
60,25.098737011
61,25.183564352
62,25.263218758
63,25.304682303
64,25.385426455
65,25.593227187
66,25.756714567
67,25.881718448
68,25.881718448
69,26.286895518
70,26.615990406
71,27.435444019
72,28.261858202
73,28.261858202
74,28.339735312
75,28.87567333
76,28.87567333
77,29.406775877
78,29.452082064
79,29.983869096
80,30.061656572
81,30.187749813
82,30.266606735
83,30.266606735
84,30.968800359
85,31.83344027
86,31.869940402
87,32.119002438
88,32.695364058
89,33.024065946
90,33.307820933
91,33.352121644
92,33.386531534
93,33.426991899
94,33.470334631
95,33.511737272
96,33.714651965
97,34.213087825
98,34.539334052
99,34.945073809
100,35.073158465
101,35.073158465
102,35.154888175
103,35.688095127
104,37.660848825
105,37.736744859
106,37.777261914
107,37.825566146
108,37.862064362
109,38.769311952
110,39.506360938
111,40.244465199
112,40.738220338
113,40.861563745
114,41.554201706
115,42.341242589
116,43.239920451
117,44.307890263
118,44.595985461
119,44.721259765
120,44.967887208
121,45.91267181
122,46.604183249
